Id,c_l4,g_l4
10227,4.5,10227
10228,4.5,957
10229,4.5,653
10230,4.5,10230
10231,4.5,1063
10232,4.5,2655
10233,4.5,957
10234,4.5,10234
10235,4.5,10235
10236,4.5,507
10237,4.5,3141
10238,4.5,13107
10239,4.5,695
10240,4.5,425
10241,4.5,3967
10242,4.5,4504
10243,4.5,4504
10244,4.5,10244
10245,4.5,16868
10246,4.5,425
10247,4.5,10247
10248,4.5,10248
10249,4.5,2298
10250,4.5,695
10251,4.5,212
10252,4.5,421
10253,4.5,212
10254,4.5,425
10255,4.5,868
10256,4.5,775
10257,4.5,212
10258,4.5,355
10259,4.5,10259
10260,4.5,3141
10261,4.5,5926
10262,4.5,1063
10263,4.5,6814
10264,4.5,695
10265,4.5,2421
10266,4.5,8261
10267,4.5,1
10268,4.5,882
10269,4.5,1602
10270,4.5,425
10271,4.5,728
10272,4.5,7645
10273,4.5,415
10274,4.5,653
10275,4.5,5926
10276,4.5,1217
10277,4.5,2421
10278,4.5,507
10279,4.5,9673
10280,4.5,10280
10281,4.5,69
10282,4.5,10282
10283,4.5,7226
10284,4.5,7226
10285,4.5,2135
10286,4.5,351
10287,4.5,10287
10288,4.5,10288
10289,4.5,1248
10290,4.5,10291
10291,4.5,10291
10292,4.5,711
10293,4.5,10293
10294,4.5,10294
10295,4.5,3141
10296,4.5,7645
10297,4.5,10297
10298,4.5,1
10299,4.5,212
10300,4.5,812
10301,4.5,66
10302,4.5,812
10303,4.5,812
10304,4.5,1457
10305,4.5,212
10306,4.5,1248
10307,4.5,10307
10308,4.5,1063
10309,4.5,76
10310,4.5,212
10311,4.5,10311
10312,4.5,1
10313,4.5,425
10314,4.5,812
10315,4.5,70
10316,4.5,89
10317,4.5,2421
10318,4.5,11389
10319,4.5,695
10320,4.5,10320
10321,4.5,3141
10322,4.5,7581
10323,4.5,8421
10324,4.5,1457
10325,4.5,2499
10326,4.5,3141
10327,4.5,425
10328,4.5,26710
10329,4.5,10054
10330,4.5,150
10331,4.5,1602
10332,4.5,1602
10333,4.5,538
10334,4.5,212
10335,4.5,7332
10336,4.5,2421
10337,4.5,2599
10338,4.5,839
10339,4.5,2043
10340,4.5,10341
10341,4.5,10341
10342,4.5,170
10343,4.5,7414
10344,4.5,564
10345,4.5,695
10346,4.5,10346
10347,4.5,653
10348,4.5,695
10349,4.5,1345
10350,4.5,882
10351,4.5,882
10352,4.5,882
10353,4.5,425
10354,4.5,2421
10355,4.5,14717
10356,4.5,695
10357,4.5,796
10358,4.5,27659
10359,4.5,2421
10360,4.5,10360
10361,4.5,474
10362,4.5,10362
10363,4.5,812
10364,4.5,1122
10365,4.5,812
10366,4.5,910
10367,4.5,8340
10368,4.5,1122
10369,4.5,1596
10370,4.5,4301
10371,4.5,85
10372,4.5,5574
10373,4.5,3967
10374,4.5,10374
10375,4.5,695
10376,4.5,10375
10377,4.5,10377
10378,4.5,1552
10379,4.5,1552
10380,4.5,10380
10381,4.5,796
10382,4.5,1596
10383,4.5,695
10384,4.5,212
10385,4.5,1248
10386,4.5,1602
10387,4.5,1375
10388,4.5,10388
10389,4.5,10389
10390,4.5,5374
10391,4.5,10391
10392,4.5,1
10393,4.5,5926
10394,4.5,3141
10395,4.5,76
10396,4.5,10396
10397,4.5,3141
10398,4.5,10398
10399,4.5,212
10400,4.5,425
10401,4.5,1248
10402,4.5,83
10403,4.5,10404
10404,4.5,10403
10405,4.5,3679
10406,4.5,170
10407,4.5,7645
10408,4.5,133
10409,4.5,10409
10410,4.5,10410
10411,4.5,5343
10412,4.5,212
10413,4.5,212
10414,4.5,1
10415,4.5,538
10416,4.5,212
10417,4.5,212
10418,4.5,10418
10419,4.5,10419
10420,4.5,10420
10421,4.5,381
10422,4.5,10422
10423,4.5,212
10424,4.5,10424
10425,4.5,1602
10426,4.5,695
10427,4.5,12891
10428,4.5,10427
10429,4.5,711
10430,4.5,2421
10431,4.5,10431
10432,4.5,1261
10433,4.5,10433
10434,4.5,351
10435,4.5,10435
10436,4.5,26128
10437,4.5,695
10438,4.5,66
10439,4.5,5926
10440,4.5,85
10441,4.5,1602
10442,4.5,1063
10443,4.5,1248
10444,4.5,910
10445,4.5,85
10446,4.5,812
10447,4.5,1217
10448,4.5,796
10449,4.5,1063
10450,4.5,457
10451,4.5,889
10452,4.5,9640
10453,4.5,5926
10454,4.5,796
10455,4.5,150
10456,4.5,150
10457,4.5,10458
10458,4.5,10458
10459,4.5,212
10460,4.5,6520
10461,4.5,6967
10462,4.5,10462
10463,4.5,212
10464,4.5,1248
10465,4.5,812
10466,4.5,425
10467,4.5,812
10468,4.5,3748
10469,4.5,3400
10470,4.5,10470
10471,4.5,653
10472,4.5,400
10473,4.5,400
10474,4.5,5926
10475,4.5,780
10476,4.5,5515
10477,4.5,2421
10478,4.5,2763
10479,4.5,728
10480,4.5,1
10481,4.5,796
10482,4.5,10483
10483,4.5,10483
10484,4.5,695
10485,4.5,957
10486,4.5,415
10487,4.5,695
10488,4.5,10488
10489,4.5,1
10490,4.5,910
10491,4.5,5926
10492,4.5,7645
10493,4.5,2421
10494,4.5,3788
10495,4.5,507
10496,4.5,3967
10497,4.5,5926
10498,4.5,1248
10499,4.5,1063
10500,4.5,6239
10501,4.5,10502
10502,4.5,10502
10503,4.5,1248
10504,4.5,10504
10505,4.5,1602
10506,4.5,780
10507,4.5,10508
10508,4.5,10508
10509,4.5,10509
10510,4.5,1248
10511,4.5,1535
10512,4.5,2135
10513,4.5,212
10514,4.5,10514
10515,4.5,2421
10516,4.5,1602
10517,4.5,1457
10518,4.5,10518
10519,4.5,3560
10520,4.5,910
10521,4.5,10521
10522,4.5,89
10523,4.5,2421
10524,4.5,1
10525,4.5,507
10526,4.5,1063
10527,4.5,10527
10528,4.5,10528
10529,4.5,882
10530,4.5,2421
10531,4.5,1602
10532,4.5,1
10533,4.5,3141
10534,4.5,1
10535,4.5,1
10536,4.5,1063
10537,4.5,1063
10538,4.5,10538
10539,4.5,4351
10540,4.5,10540
10541,4.5,212
10542,4.5,10542
10543,4.5,1315
10544,4.5,10544
10545,4.5,5343
10546,4.5,1565
10547,4.5,15775
10548,4.5,15775
10549,4.5,2742
10550,4.5,2421
10551,4.5,957
10552,4.5,38
10553,4.5,1270
10554,4.5,1270
10555,4.5,10555
10556,4.5,10556
10557,4.5,7726
10558,4.5,957
10559,4.5,3141
10560,4.5,1
10561,4.5,425
10562,4.5,1602
10563,4.5,1495
10564,4.5,10565
10565,4.5,10565
10566,4.5,556
10567,4.5,653
10568,4.5,695
10569,4.5,8700
10570,4.5,1565
10571,4.5,2421
10572,4.5,10572
10573,4.5,3966
10574,4.5,1307
10575,4.5,780
10576,4.5,10576
10577,4.5,1248
10578,4.5,695
10579,4.5,7645
10580,4.5,212
10581,4.5,10581
10582,4.5,1248
10583,4.5,425
10584,4.5,425
10585,4.5,5743
10586,4.5,10586
10587,4.5,10587
10588,4.5,1457
10589,4.5,3303
10590,4.5,13107
10591,4.5,957
10592,4.5,2421
10593,4.5,36
10594,4.5,415
10595,4.5,150
10596,4.5,1122
10597,4.5,425
10598,4.5,695
10599,4.5,10599
10600,4.5,1063
10601,4.5,1122
10602,4.5,796
10603,4.5,1602
10604,4.5,425
10605,4.5,1602
10606,4.5,812
10607,4.5,695
10608,4.5,474
10609,4.5,1
10610,4.5,1602
10611,4.5,507
10612,4.5,10612
10613,4.5,8535
10614,4.5,10614
10615,4.5,15775
10616,4.5,2499
10617,4.5,1063
10618,4.5,10618
10619,4.5,415
10620,4.5,1602
10621,4.5,1602
10622,4.5,425
10623,4.5,3141
10624,4.5,796
10625,4.5,2421
10626,4.5,212
10627,4.5,1
10628,4.5,2421
10629,4.5,3231
10630,4.5,14342
10631,4.5,1063
10632,4.5,6270
10633,4.5,5926
10634,4.5,1477
10635,4.5,889
10636,4.5,695
10637,4.5,1248
10638,4.5,1602
10639,4.5,1565
10640,4.5,10640
10641,4.5,10641
10642,4.5,10642
10643,4.5,425
10644,4.5,10644
10645,4.5,796
10646,4.5,400
10647,4.5,10647
10648,4.5,1560
10649,4.5,695
10650,4.5,1261
10651,4.5,910
10652,4.5,695
10653,4.5,882
10654,4.5,910
10655,4.5,212
10656,4.5,10656
10657,4.5,10657
10658,4.5,10658
10659,4.5,10659
10660,4.5,3141
10661,4.5,1552
10662,4.5,89
10663,4.5,5620
10664,4.5,775
10665,4.5,1063
10666,4.5,1602
10667,4.5,425
10668,4.5,957
10669,4.5,695
10670,4.5,1063
10671,4.5,425
10672,4.5,882
10673,4.5,882
10674,4.5,3141
10675,4.5,1457
10676,4.5,6181
10677,4.5,1596
10678,4.5,6461
10679,4.5,1122
10680,4.5,695
10681,4.5,1602
10682,4.5,1602
10683,4.5,695
10684,4.5,796
10685,4.5,882
10686,4.5,39804
10687,4.5,39804
10688,4.5,10688
10689,4.5,10689
10690,4.5,1248
10691,4.5,10691
10692,4.5,1565
10693,4.5,1
10694,4.5,1037
10695,4.5,10694
10696,4.5,5061
10697,4.5,2719
10698,4.5,18172
10699,4.5,812
10700,4.5,85
10701,4.5,1063
10702,4.5,10702
10703,4.5,404
10704,4.5,404
10705,4.5,124
10706,4.5,157
10707,4.5,2421
10708,4.5,1457
10709,4.5,20
10710,4.5,540
10711,4.5,1598
10712,4.5,487
10713,4.5,5926
10714,4.5,10714
10715,4.5,85
10716,4.5,415
10717,4.5,19049
10718,4.5,1217
10719,4.5,6381
10720,4.5,10720
10721,4.5,5926
10722,4.5,2421
10723,4.5,910
10724,4.5,796
10725,4.5,1625
10726,4.5,85
10727,4.5,151
10728,4.5,855
10729,4.5,957
10730,4.5,957
10731,4.5,812
10732,4.5,1261
10733,4.5,11505
10734,4.5,1122
10735,4.5,85
10736,4.5,910
10737,4.5,10737
10738,4.5,796
10739,4.5,1237
10740,4.5,695
10741,4.5,2421
10742,4.5,695
10743,4.5,1565
10744,4.5,73
10745,4.5,1063
10746,4.5,1248
10747,4.5,415
10748,4.5,1602
10749,4.5,10749
10750,4.5,957
10751,4.5,653
10752,4.5,487
10753,4.5,10753
10754,4.5,1063
10755,4.5,1457
10756,4.5,10756
10757,4.5,10757
10758,4.5,15865
10759,4.5,812
10760,4.5,10760
10761,4.5,10760
10762,4.5,10762
10763,4.5,10763
10764,4.5,1552
10765,4.5,425
10766,4.5,1343
10767,4.5,25574
10768,4.5,1248
10769,4.5,1248
10770,4.5,957
10771,4.5,487
10772,4.5,1565
10773,4.5,1217
10774,4.5,1602
10775,4.5,695
10776,4.5,507
10777,4.5,10777
10778,4.5,18106
10779,4.5,457
10780,4.5,812
10781,4.5,1063
10782,4.5,7645
10783,4.5,7645
10784,4.5,2035
10785,4.5,70
10786,4.5,85
10787,4.5,1
10788,4.5,725
10789,4.5,7645
10790,4.5,775
10791,4.5,10791
10792,4.5,3813
10793,4.5,10794
10794,4.5,10794
10795,4.5,425
10796,4.5,2775
10797,4.5,487
10798,4.5,2499
10799,4.5,910
10800,4.5,1457
10801,4.5,1602
10802,4.5,361
10803,4.5,10803
10804,4.5,85
10805,4.5,711
10806,4.5,425
10807,4.5,3967
10808,4.5,1248
10809,4.5,1602
10810,4.5,882
10811,4.5,1914
10812,4.5,3141
10813,4.5,212
10814,4.5,1646
10815,4.5,425
10816,4.5,20
10817,4.5,10817
10818,4.5,10818
10819,4.5,425
10820,4.5,10820
10821,4.5,10821
10822,4.5,1063
10823,4.5,415
10824,4.5,73
10825,4.5,10030
10826,4.5,10826
10827,4.5,10827
10828,4.5,177
10829,4.5,69
10830,4.5,415
10831,4.5,799
10832,4.5,1602
10833,4.5,69
10834,4.5,10834
10835,4.5,10834
10836,4.5,882
10837,4.5,1602
10838,4.5,2398
10839,4.5,5926
10840,4.5,10840
10841,4.5,1237
10842,4.5,957
10843,4.5,5926
10844,4.5,20
10845,4.5,150
10846,4.5,212
10847,4.5,507
10848,4.5,474
10849,4.5,3141
10850,4.5,1602
10851,4.5,2382
10852,4.5,10852
10853,4.5,796
10854,4.5,1457
10855,4.5,1457
10856,4.5,812
10857,4.5,85
10858,4.5,76
10859,4.5,1248
10860,4.5,882
10861,4.5,11444
10862,4.5,6556
10863,4.5,780
10864,4.5,538
10865,4.5,10865
10866,4.5,10866
10867,4.5,728
10868,4.5,1602
10869,4.5,14652
10870,4.5,882
10871,4.5,695
10872,4.5,1
10873,4.5,1477
10874,4.5,10874
10875,4.5,1602
10876,4.5,22973
10877,4.5,208
10878,4.5,38
10879,4.5,3173
10880,4.5,10880
10881,4.5,10880
10882,4.5,695
10883,4.5,27379
10884,4.5,2775
10885,4.5,1602
10886,4.5,1237
10887,4.5,415
10888,4.5,1261
10889,4.5,10889
10890,4.5,1
10891,4.5,5757
10892,4.5,18135
10893,4.5,889
10894,4.5,10894
10895,4.5,23003
10896,4.5,23003
10897,4.5,421
10898,4.5,2398
10899,4.5,796
10900,4.5,1237
10901,4.5,1457
10902,4.5,1125
10903,4.5,1602
10904,4.5,10905
10905,4.5,10905
10906,4.5,404
10907,4.5,1602
10908,4.5,522
10909,4.5,1237
10910,4.5,425
10911,4.5,1457
10912,4.5,1248
10913,4.5,1602
10914,4.5,507
10915,4.5,415
10916,4.5,957
10917,4.5,10917
10918,4.5,425
10919,4.5,150
10920,4.5,89
10921,4.5,775
10922,4.5,10922
10923,4.5,2479
10924,4.5,10924
10925,4.5,1602
10926,4.5,212
10927,4.5,150
10928,4.5,5926
10929,4.5,1063
10930,4.5,695
10931,4.5,695
10932,4.5,957
10933,4.5,1248
10934,4.5,812
10935,4.5,76
10936,4.5,695
10937,4.5,653
10938,4.5,1063
10939,4.5,10939
10940,4.5,415
10941,4.5,1457
10942,4.5,1
10943,4.5,361
10944,4.5,1063
10945,4.5,2421
10946,4.5,10946
10947,4.5,10947
10948,4.5,8127
10949,4.5,711
10950,4.5,10950
10951,4.5,76
10952,4.5,76
10953,4.5,3960
10954,4.5,89
10955,4.5,6046
10956,4.5,2421
10957,4.5,2421
10958,4.5,10958
10959,4.5,8540
10960,4.5,150
10961,4.5,2421
10962,4.5,10963
10963,4.5,10962
10964,4.5,208
10965,4.5,695
10966,4.5,9206
10967,4.5,27069
10968,4.5,10967
10969,4.5,1602
10970,4.5,83
10971,4.5,425
10972,4.5,150
10973,4.5,812
10974,4.5,5851
10975,4.5,10975
10976,4.5,812
10977,4.5,425
10978,4.5,1063
10979,4.5,177
10980,4.5,415
10981,4.5,695
10982,4.5,474
10983,4.5,1063
10984,4.5,1063
10985,4.5,1457
10986,4.5,1602
10987,4.5,1063
10988,4.5,812
10989,4.5,10990
10990,4.5,10989
10991,4.5,882
10992,4.5,855
10993,4.5,695
10994,4.5,1
10995,4.5,695
10996,4.5,10996
10997,4.5,39239
10998,4.5,2421
10999,4.5,85
11000,4.5,1
11001,4.5,11001
11002,4.5,11003
11003,4.5,11003
11004,4.5,1602
11005,4.5,361
11006,4.5,2421
11007,4.5,421
11008,4.5,38
11009,4.5,4095
11010,4.5,5240
11011,4.5,910
11012,4.5,11012
11013,4.5,11013
11014,4.5,76
11015,4.5,11015
11016,4.5,76
11017,4.5,957
11018,4.5,404
11019,4.5,957
11020,4.5,474
11021,4.5,1063
11022,4.5,7636
11023,4.5,7636
11024,4.5,1602
11025,4.5,2421
11026,4.5,780
11027,4.5,507
11028,4.5,19546
11029,4.5,70
11030,4.5,1063
11031,4.5,5926
11032,4.5,1237
11033,4.5,11033
11034,4.5,3391
11035,4.5,1602
11036,4.5,910
11037,4.5,894
11038,4.5,415
11039,4.5,1602
11040,4.5,1602
11041,4.5,302
11042,4.5,421
11043,4.5,796
11044,4.5,2388
11045,4.5,11046
11046,4.5,11045
11047,4.5,212
11048,4.5,5926
11049,4.5,5926
11050,4.5,11050
11051,4.5,76
11052,4.5,728
11053,4.5,1849
11054,4.5,9727
11055,4.5,2421
11056,4.5,695
11057,4.5,11057
11058,4.5,11058
11059,4.5,1525
11060,4.5,85
11061,4.5,812
11062,4.5,1248
11063,4.5,11063
11064,4.5,2077
11065,4.5,425
11066,4.5,910
11067,4.5,212
11068,4.5,695
11069,4.5,11069
11070,4.5,212
11071,4.5,812
11072,4.5,812
11073,4.5,11263
11074,4.5,11074
11075,4.5,11074
11076,4.5,1063
11077,4.5,695
11078,4.5,3141
11079,4.5,1063
11080,4.5,1602
11081,4.5,11081
11082,4.5,11083
11083,4.5,11083
11084,4.5,1981
11085,4.5,3807
11086,4.5,11086
11087,4.5,1565
11088,4.5,212
11089,4.5,2525
11090,4.5,3141
11091,4.5,910
11092,4.5,1602
11093,4.5,11093
11094,4.5,5926
11095,4.5,910
11096,4.5,11096
11097,4.5,812
11098,4.5,11098
11099,4.5,7920
11100,4.5,3141
11101,4.5,2421
11102,4.5,5695
11103,4.5,1063
11104,4.5,695
11105,4.5,4635
11106,4.5,2421
11107,4.5,17754
11108,4.5,1229
11109,4.5,1074
11110,4.5,295
11111,4.5,695
11112,4.5,695
11113,4.5,1122
11114,4.5,882
11115,4.5,11115
11116,4.5,1
11117,4.5,425
11118,4.5,85
11119,4.5,12185
11120,4.5,12185
11121,4.5,748
11122,4.5,11122
11123,4.5,695
11124,4.5,76
11125,4.5,695
11126,4.5,1602
11127,4.5,4504
11128,4.5,812
11129,4.5,634
11130,4.5,415
11131,4.5,11262
11132,4.5,11262
11133,4.5,11133
11134,4.5,1886
11135,4.5,2421
11136,4.5,27
11137,4.5,1457
11138,4.5,85
11139,4.5,11139
11140,4.5,1122
11141,4.5,10427
11142,4.5,15865
11143,4.5,8127
11144,4.5,11144
11145,4.5,20433
11146,4.5,868
11147,4.5,11147
11148,4.5,212
11149,4.5,4831
11150,4.5,695
11151,4.5,89
11152,4.5,435
11153,4.5,4312
11154,4.5,1248
11155,4.5,5665
11156,4.5,13107
11157,4.5,474
11158,4.5,11158
11159,4.5,212
11160,4.5,11161
11161,4.5,11161
11162,4.5,1603
11163,4.5,85
11164,4.5,11164
11165,4.5,6471
11166,4.5,425
11167,4.5,1063
11168,4.5,11168
11169,4.5,2775
11170,4.5,415
11171,4.5,11171
11172,4.5,70
11173,4.5,15527
11174,4.5,695
11175,4.5,4138
11176,4.5,11176
11177,4.5,4337
11178,4.5,404
11179,4.5,15743
11180,4.5,11180
11181,4.5,1237
11182,4.5,3141
11183,4.5,9792
11184,4.5,150
11185,4.5,5429
11186,4.5,5429
11187,4.5,957
11188,4.5,11188
11189,4.5,7645
11190,4.5,11190
11191,4.5,11191
11192,4.5,1404
11193,4.5,11193
11194,4.5,14445
11195,4.5,6415
11196,4.5,2330
11197,4.5,177
11198,4.5,882
11199,4.5,1063
11200,4.5,7127
11201,4.5,7127
11202,4.5,796
11203,4.5,695
11204,4.5,3796
11205,4.5,910
11206,4.5,1662
11207,4.5,302
11208,4.5,507
11209,4.5,1063
11210,4.5,1248
11211,4.5,2421
11212,4.5,507
11213,4.5,812
11214,4.5,11214
11215,4.5,11215
11216,4.5,425
11217,4.5,11217
11218,4.5,1063
11219,4.5,3141
11220,4.5,780
11221,4.5,1063
11222,4.5,3967
11223,4.5,11223
11224,4.5,11224
11225,4.5,11225
11226,4.5,133
11227,4.5,507
11228,4.5,1662
11229,4.5,11229
11230,4.5,11230
11231,4.5,882
11232,4.5,957
11233,4.5,775
11234,4.5,11234
11235,4.5,6814
11236,4.5,556
11237,4.5,11237
11238,4.5,775
11239,4.5,11239
11240,4.5,76
11241,4.5,728
11242,4.5,11242
11243,4.5,1596
11244,4.5,799
11245,4.5,799
11246,4.5,157
11247,4.5,1217
11248,4.5,425
11249,4.5,11250
11250,4.5,11250
11251,4.5,6790
11252,4.5,653
11253,4.5,646
11254,4.5,1063
11255,4.5,1457
11256,4.5,1457
11257,4.5,2234
11258,4.5,12907
11259,4.5,861
11260,4.5,861
11261,4.5,11261
11262,4.5,11262
11263,4.5,11263
11264,4.5,76
11265,4.5,20
11266,4.5,1457
11267,4.5,27766
11268,4.5,20607
11269,4.5,151
11270,4.5,839
11271,4.5,775
11272,4.5,11272
11273,4.5,5926
11274,4.5,1063
11275,4.5,3141
11276,4.5,150
11277,4.5,1237
11278,4.5,653
11279,4.5,11279
11280,4.5,487
11281,4.5,3141
11282,4.5,7645
11283,4.5,5343
11284,4.5,24287
11285,4.5,4749
11286,4.5,133
11287,4.5,1063
11288,4.5,11288
11289,4.5,11289
11290,4.5,882
11291,4.5,3967
11292,4.5,695
11293,4.5,11293
11294,4.5,69
11295,4.5,5926
11296,4.5,507
11297,4.5,1
11298,4.5,910
11299,4.5,85
11300,4.5,85
11301,4.5,1237
11302,4.5,11302
11303,4.5,11303
11304,4.5,882
11305,4.5,882
11306,4.5,3141
11307,4.5,11307
11308,4.5,25247
11309,4.5,540
11310,4.5,11310
11311,4.5,11311
11312,4.5,404
11313,4.5,910
11314,4.5,11314
11315,4.5,11315
11316,4.5,695
11317,4.5,2234
11318,4.5,425
11319,4.5,11319
11320,4.5,11321
11321,4.5,11321
11322,4.5,796
11323,4.5,2742
11324,4.5,1946
11325,4.5,695
11326,4.5,1248
11327,4.5,2421
11328,4.5,7645
11329,4.5,3574
11330,4.5,695
11331,4.5,1737
11332,4.5,11332
11333,4.5,2378
11334,4.5,2775
11335,4.5,11335
11336,4.5,11336
11337,4.5,12447
11338,4.5,6674
11339,4.5,1261
11340,4.5,812
11341,4.5,7007
11342,4.5,5861
11343,4.5,3622
11344,4.5,11344
11345,4.5,711
11346,4.5,56
11347,4.5,56
11348,4.5,1598
11349,4.5,2421
11350,4.5,507
11351,4.5,3141
11352,4.5,1122
11353,4.5,1248
11354,4.5,910
11355,4.5,1237
11356,4.5,1457
11357,4.5,73
11358,4.5,11358
11359,4.5,1063
11360,4.5,212
11361,4.5,415
11362,4.5,910
11363,4.5,1217
11364,4.5,2775
11365,4.5,11365
11366,4.5,11366
11367,4.5,796
11368,4.5,882
11369,4.5,5784
11370,4.5,10821
11371,4.5,10821
11372,4.5,85
11373,4.5,695
11374,4.5,425
11375,4.5,76
11376,4.5,85
11377,4.5,812
11378,4.5,11086
11379,4.5,11086
11380,4.5,556
11381,4.5,11381
11382,4.5,3737
11383,4.5,695
11384,4.5,882
11385,4.5,1248
11386,4.5,3141
11387,4.5,3141
11388,4.5,812
11389,4.5,1343
11390,4.5,425
11391,4.5,76
11392,4.5,2108
11393,4.5,2259
11394,4.5,695
11395,4.5,3141
11396,4.5,11396
11397,4.5,11396
11398,4.5,11398
11399,4.5,425
11400,4.5,6973
11401,4.5,6973
11402,4.5,1248
11403,4.5,1552
11404,4.5,695
11405,4.5,11405
11406,4.5,3141
11407,4.5,2421
11408,4.5,1
11409,4.5,20
11410,4.5,4324
11411,4.5,425
11412,4.5,812
11413,4.5,5926
11414,4.5,20
11415,4.5,2222
11416,4.5,212
11417,4.5,20157
11418,4.5,1063
11419,4.5,1639
11420,4.5,8651
11421,4.5,957
11422,4.5,695
11423,4.5,11423
11424,4.5,505
11425,4.5,18041
11426,4.5,1
11427,4.5,150
11428,4.5,3141
11429,4.5,1971
11430,4.5,695
11431,4.5,11431
11432,4.5,1248
11433,4.5,1457
11434,4.5,662
11435,4.5,882
11436,4.5,11436
11437,4.5,11436
11438,4.5,695
11439,4.5,12605
11440,4.5,832
11441,4.5,1
11442,4.5,76
11443,4.5,2135
11444,4.5,415
11445,4.5,415
11446,4.5,2421
11447,4.5,11447
11448,4.5,400
11449,4.5,695
11450,4.5,4968
11451,4.5,1248
11452,4.5,2618
11453,4.5,882
11454,4.5,1602
11455,4.5,1063
11456,4.5,2421
11457,4.5,3337
11458,4.5,1248
11459,4.5,425
11460,4.5,11460
11461,4.5,3141
11462,4.5,345
11463,4.5,415
11464,4.5,910
11465,4.5,425
11466,4.5,11466
11467,4.5,695
11468,4.5,11468
11469,4.5,7645
11470,4.5,580
11471,4.5,1063
11472,4.5,2421
11473,4.5,5374
11474,4.5,11474
11475,4.5,957
11476,4.5,11476
11477,4.5,14846
11478,4.5,83
11479,4.5,1063
11480,4.5,695
11481,4.5,7645
11482,4.5,2931
11483,4.5,1
11484,4.5,11484
11485,4.5,11485
11486,4.5,212
11487,4.5,11487
11488,4.5,1602
11489,4.5,695
11490,4.5,11490
11491,4.5,812
11492,4.5,775
11493,4.5,11493
11494,4.5,11493
11495,4.5,425
11496,4.5,8584
11497,4.5,812
11498,4.5,8037
11499,4.5,5240
11500,4.5,1068
11501,4.5,910
11502,4.5,910
11503,4.5,36
11504,4.5,11504
11505,4.5,5597
11506,4.5,133
11507,4.5,11507
11508,4.5,3101
11509,4.5,791
11510,4.5,1565
11511,4.5,11511
11512,4.5,11511
11513,4.5,11513
11514,4.5,695
11515,4.5,11515
11516,4.5,11515
11517,4.5,2421
11518,4.5,11518
11519,4.5,11519
11520,4.5,11519
11521,4.5,487
11522,4.5,11522
11523,4.5,223
11524,4.5,425
11525,4.5,1457
11526,4.5,15151
11527,4.5,5926
11528,4.5,11528
11529,4.5,839
11530,4.5,910
11531,4.5,425
11532,4.5,11532
11533,4.5,11532
11534,4.5,2169
11535,4.5,5562
11536,4.5,5926
11537,4.5,11537
11538,4.5,812
11539,4.5,10523
11540,4.5,11540
11541,4.5,2421
11542,4.5,1248
11543,4.5,11542
11544,4.5,6012
11545,4.5,415
11546,4.5,32764
11547,4.5,799
11548,4.5,1602
11549,4.5,2421
11550,4.5,85
11551,4.5,1217
11552,4.5,7645
11553,4.5,695
11554,4.5,11554
11555,4.5,11555
11556,4.5,11452
11557,4.5,6230
11558,4.5,1063
11559,4.5,7063
11560,4.5,70
11561,4.5,3741
11562,4.5,11562
11563,4.5,1063
11564,4.5,212
11565,4.5,11565
11566,4.5,5343
11567,4.5,796
11568,4.5,695
11569,4.5,212
11570,4.5,66
11571,4.5,1063
11572,4.5,36
11573,4.5,3141
11574,4.5,653
11575,4.5,425
11576,4.5,3141
11577,4.5,957
11578,4.5,910
11579,4.5,957
11580,4.5,2421
11581,4.5,3202
11582,4.5,415
11583,4.5,2169
11584,4.5,2421
11585,4.5,11585
11586,4.5,11586
11587,4.5,11587
11588,4.5,2943
11589,4.5,11589
11590,4.5,5964
11591,4.5,910
11592,4.5,3967
11593,4.5,349
11594,4.5,2421
11595,4.5,3141
11596,4.5,695
11597,4.5,2421
11598,4.5,83
11599,4.5,1248
11600,4.5,23263
11601,4.5,910
11602,4.5,1598
11603,4.5,2421
11604,4.5,25039
11605,4.5,11605
11606,4.5,11606
11607,4.5,957
11608,4.5,11263
11609,4.5,2313
11610,4.5,11611
11611,4.5,11610
11612,4.5,1
11613,4.5,11613
11614,4.5,5926
11615,4.5,507
11616,4.5,20676
11617,4.5,1248
11618,4.5,1063
11619,4.5,85
11620,4.5,8825
11621,4.5,212
11622,4.5,38
11623,4.5,695
11624,4.5,812
11625,4.5,1771
11626,4.5,11899
11627,4.5,25247
11628,4.5,11628
11629,4.5,910
11630,4.5,11630
11631,4.5,1602
11632,4.5,5926
11633,4.5,5926
11634,4.5,15897
11635,4.5,89
11636,4.5,910
11637,4.5,7354
11638,4.5,425
11639,4.5,474
11640,4.5,3141
11641,4.5,421
11642,4.5,85
11643,4.5,1217
11644,4.5,4148
11645,4.5,5617
11646,4.5,6421
11647,4.5,474
11648,4.5,1457
11649,4.5,11649
11650,4.5,457
11651,4.5,11651
11652,4.5,212
11653,4.5,76
11654,4.5,1261
11655,4.5,3368
11656,4.5,2421
11657,4.5,1063
11658,4.5,11659
11659,4.5,11659
11660,4.5,812
11661,4.5,351
11662,4.5,85
11663,4.5,2421
11664,4.5,1
11665,4.5,2259
11666,4.5,11666
11667,4.5,2499
11668,4.5,11668
11669,4.5,2775
11670,4.5,3141
11671,4.5,556
11672,4.5,5926
11673,4.5,695
11674,4.5,5367
11675,4.5,1122
11676,4.5,11676
11677,4.5,3807
11678,4.5,11678
11679,4.5,27379
11680,4.5,11681
11681,4.5,11680
