Id,c_l4,g_l4
24133,4.5,24133
24134,4.5,151
24135,4.5,1248
24136,4.5,2775
24137,4.5,799
24138,4.5,21983
24139,4.5,2268
24140,4.5,1
24141,4.5,882
24142,4.5,212
24143,4.5,2499
24144,4.5,133
24145,4.5,16573
24146,4.5,1602
24147,4.5,695
24148,4.5,1705
24149,4.5,16988
24150,4.5,1766
24151,4.5,998
24152,4.5,507
24153,4.5,13782
24154,4.5,5926
24155,4.5,20607
24156,4.5,2421
24157,4.5,695
24158,4.5,425
24159,4.5,8333
24160,4.5,1063
24161,4.5,910
24162,4.5,361
24163,4.5,23709
24164,4.5,1063
24165,4.5,487
24166,4.5,474
24167,4.5,1217
24168,4.5,2421
24169,4.5,7645
24170,4.5,212
24171,4.5,2421
24172,4.5,2421
24173,4.5,474
24174,4.5,695
24175,4.5,415
24176,4.5,170
24177,4.5,1602
24178,4.5,212
24179,4.5,5926
24180,4.5,24180
24181,4.5,463
24182,4.5,24182
24183,4.5,85
24184,4.5,402
24185,4.5,1
24186,4.5,177
24187,4.5,24187
24188,4.5,882
24189,4.5,19973
24190,4.5,24191
24191,4.5,24190
24192,4.5,16513
24193,4.5,2421
24194,4.5,85
24195,4.5,1
24196,4.5,910
24197,4.5,910
24198,4.5,2775
24199,4.5,910
24200,4.5,341
24201,4.5,2421
24202,4.5,695
24203,4.5,695
24204,4.5,2421
24205,4.5,24205
24206,4.5,1457
24207,4.5,89
24208,4.5,1217
24209,4.5,812
24210,4.5,21679
24211,4.5,85
24212,4.5,1602
24213,4.5,957
24214,4.5,24214
24215,4.5,540
24216,4.5,8493
24217,4.5,3141
24218,4.5,425
24219,4.5,1
24220,4.5,2421
24221,4.5,540
24222,4.5,7483
24223,4.5,212
24224,4.5,24224
24225,4.5,24225
24226,4.5,1
24227,4.5,177
24228,4.5,1
24229,4.5,425
24230,4.5,1602
24231,4.5,24231
24232,4.5,780
24233,4.5,1063
24234,4.5,1602
24235,4.5,2421
24236,4.5,73
24237,4.5,487
24238,4.5,1602
24239,4.5,5638
24240,4.5,24241
24241,4.5,24240
24242,4.5,212
24243,4.5,1602
24244,4.5,157
24245,4.5,2421
24246,4.5,425
24247,4.5,507
24248,4.5,157
24249,4.5,9727
24250,4.5,345
24251,4.5,4710
24252,4.5,10975
24253,4.5,1602
24254,4.5,212
24255,4.5,10747
24256,4.5,796
24257,4.5,10703
24258,4.5,1229
24259,4.5,1457
24260,4.5,1525
24261,4.5,728
24262,4.5,415
24263,4.5,24263
24264,4.5,775
24265,4.5,3141
24266,4.5,24266
24267,4.5,1602
24268,4.5,812
24269,4.5,1237
24270,4.5,775
24271,4.5,2775
24272,4.5,728
24273,4.5,212
24274,4.5,425
24275,4.5,25039
24276,4.5,695
24277,4.5,76
24278,4.5,2421
24279,4.5,1457
24280,4.5,66
24281,4.5,1122
24282,4.5,1248
24283,4.5,7645
24284,4.5,507
24285,4.5,507
24286,4.5,2742
24287,4.5,2943
24288,4.5,2943
24289,4.5,269
24290,4.5,1457
24291,4.5,1457
24292,4.5,695
24293,4.5,2421
24294,4.5,1602
24295,4.5,421
24296,4.5,24297
24297,4.5,24296
24298,4.5,2499
24299,4.5,1248
24300,4.5,7645
24301,4.5,1
24302,4.5,1602
24303,4.5,8535
24304,4.5,212
24305,4.5,1602
24306,4.5,24306
24307,4.5,1457
24308,4.5,1602
24309,4.5,812
24310,4.5,24310
24311,4.5,957
24312,4.5,1613
24313,4.5,85
24314,4.5,1598
24315,4.5,2877
24316,4.5,2421
24317,4.5,24318
24318,4.5,24317
24319,4.5,415
24320,4.5,5597
24321,4.5,540
24322,4.5,1774
24323,4.5,1457
24324,4.5,212
24325,4.5,2421
24326,4.5,695
24327,4.5,6195
24328,4.5,882
24329,4.5,3141
24330,4.5,2479
24331,4.5,212
24332,4.5,1783
24333,4.5,1063
24334,4.5,1477
24335,4.5,24335
24336,4.5,1602
24337,4.5,9394
24338,4.5,2396
24339,4.5,457
24340,4.5,910
24341,4.5,1457
24342,4.5,695
24343,4.5,5010
24344,4.5,1158
24345,4.5,24346
24346,4.5,24345
24347,4.5,8421
24348,4.5,1
24349,4.5,425
24350,4.5,133
24351,4.5,2499
24352,4.5,404
24353,4.5,24353
24354,4.5,3141
24355,4.5,1237
24356,4.5,1063
24357,4.5,24357
24358,4.5,24358
24359,4.5,3141
24360,4.5,15725
24361,4.5,70
24362,4.5,425
24363,4.5,351
24364,4.5,1602
24365,4.5,6339
24366,4.5,24366
24367,4.5,25247
24368,4.5,1602
24369,4.5,4659
24370,4.5,4659
24371,4.5,1063
24372,4.5,1125
24373,4.5,2421
24374,4.5,24374
24375,4.5,89
24376,4.5,1248
24377,4.5,5926
24378,4.5,780
24379,4.5,5429
24380,4.5,24380
24381,4.5,24381
24382,4.5,1248
24383,4.5,1602
24384,4.5,12781
24385,4.5,24385
24386,4.5,1457
24387,4.5,1063
24388,4.5,1122
24389,4.5,1122
24390,4.5,69
24391,4.5,1602
24392,4.5,1602
24393,4.5,170
24394,4.5,19767
24395,4.5,2421
24396,4.5,142
24397,4.5,1248
24398,4.5,695
24399,4.5,21949
24400,4.5,421
24401,4.5,404
24402,4.5,1122
24403,4.5,1122
24404,4.5,425
24405,4.5,133
24406,4.5,1602
24407,4.5,5077
24408,4.5,1774
24409,4.5,522
24410,4.5,66
24411,4.5,1602
24412,4.5,1248
24413,4.5,10880
24414,4.5,6518
24415,4.5,27
24416,4.5,24416
24417,4.5,394
24418,4.5,24419
24419,4.5,24419
24420,4.5,70
24421,4.5,957
24422,4.5,695
24423,4.5,24423
24424,4.5,695
24425,4.5,24426
24426,4.5,24425
24427,4.5,5597
24428,4.5,5926
24429,4.5,76
24430,4.5,24430
24431,4.5,1596
24432,4.5,69
24433,4.5,76
24434,4.5,24434
24435,4.5,425
24436,4.5,2421
24437,4.5,2421
24438,4.5,345
24439,4.5,7645
24440,4.5,404
24441,4.5,404
24442,4.5,3230
24443,4.5,421
24444,4.5,23878
24445,4.5,812
24446,4.5,2518
24447,4.5,2421
24448,4.5,15743
24449,4.5,24449
24450,4.5,24450
24451,4.5,24451
24452,4.5,695
24453,4.5,7227
24454,4.5,24454
24455,4.5,24454
24456,4.5,1122
24457,4.5,1237
24458,4.5,2363
24459,4.5,24459
24460,4.5,24459
24461,4.5,16130
24462,4.5,415
24463,4.5,24463
24464,4.5,1602
24465,4.5,1602
24466,4.5,1063
24467,4.5,3141
24468,4.5,889
24469,4.5,957
24470,4.5,85
24471,4.5,796
24472,4.5,11014
24473,4.5,1248
24474,4.5,345
24475,4.5,8823
24476,4.5,9472
24477,4.5,1237
24478,4.5,1887
24479,4.5,5926
24480,4.5,1248
24481,4.5,24182
24482,4.5,151
24483,4.5,4301
24484,4.5,1063
24485,4.5,1566
24486,4.5,695
24487,4.5,1457
24488,4.5,151
24489,4.5,24489
24490,4.5,1
24491,4.5,85
24492,4.5,425
24493,4.5,415
24494,4.5,695
24495,4.5,8329
24496,4.5,212
24497,4.5,6887
24498,4.5,295
24499,4.5,1925
24500,4.5,1603
24501,4.5,5926
24502,4.5,2421
24503,4.5,425
24504,4.5,425
24505,4.5,24505
24506,4.5,24507
24507,4.5,24506
24508,4.5,157
24509,4.5,10322
24510,4.5,2499
24511,4.5,425
24512,4.5,957
24513,4.5,212
24514,4.5,4659
24515,4.5,73
24516,4.5,882
24517,4.5,212
24518,4.5,24519
24519,4.5,24519
24520,4.5,6143
24521,4.5,12436
24522,4.5,1598
24523,4.5,25959
24524,4.5,1063
24525,4.5,882
24526,4.5,11400
24527,4.5,5926
24528,4.5,1229
24529,4.5,889
24530,4.5,1394
24531,4.5,2421
24532,4.5,361
24533,4.5,83
24534,4.5,1261
24535,4.5,1602
24536,4.5,457
24537,4.5,415
24538,4.5,2499
24539,4.5,522
24540,4.5,522
24541,4.5,1602
24542,4.5,14876
24543,4.5,812
24544,4.5,17912
24545,4.5,20
24546,4.5,1
24547,4.5,1602
24548,4.5,402
24549,4.5,2421
24550,4.5,2042
24551,4.5,415
24552,4.5,76
24553,4.5,957
24554,4.5,24554
24555,4.5,1122
24556,4.5,457
24557,4.5,13120
24558,4.5,24558
24559,4.5,7839
24560,4.5,2421
24561,4.5,1
24562,4.5,695
24563,4.5,487
24564,4.5,1
24565,4.5,1063
24566,4.5,882
24567,4.5,1248
24568,4.5,5926
24569,4.5,1598
24570,4.5,425
24571,4.5,1971
24572,4.5,3967
24573,4.5,1
24574,4.5,6942
24575,4.5,12121
24576,4.5,695
24577,4.5,24577
24578,4.5,695
24579,4.5,1457
24580,4.5,1
24581,4.5,421
24582,4.5,24582
24583,4.5,1565
24584,4.5,957
24585,4.5,2421
24586,4.5,695
24587,4.5,6381
24588,4.5,2421
24589,4.5,69
24590,4.5,425
24591,4.5,673
24592,4.5,66
24593,4.5,24593
24594,4.5,24594
24595,4.5,957
24596,4.5,6086
24597,4.5,1248
24598,4.5,425
24599,4.5,24600
24600,4.5,24599
24601,4.5,653
24602,4.5,507
24603,4.5,7231
24604,4.5,425
24605,4.5,24606
24606,4.5,24606
24607,4.5,425
24608,4.5,20157
24609,4.5,70
24610,4.5,415
24611,4.5,775
24612,4.5,1
24613,4.5,501
24614,4.5,2268
24615,4.5,24615
24616,4.5,1248
24617,4.5,1457
24618,4.5,812
24619,4.5,25421
24620,4.5,425
24621,4.5,1552
24622,4.5,1248
24623,4.5,425
24624,4.5,24624
24625,4.5,7645
24626,4.5,1457
24627,4.5,1217
24628,4.5,24628
24629,4.5,10667
24630,4.5,695
24631,4.5,425
24632,4.5,3141
24633,4.5,2421
24634,4.5,957
24635,4.5,1602
24636,4.5,910
24637,4.5,1598
24638,4.5,1457
24639,4.5,695
24640,4.5,20845
24641,4.5,24641
24642,4.5,24642
24643,4.5,24642
24644,4.5,24644
24645,4.5,24644
24646,4.5,505
24647,4.5,3141
24648,4.5,425
24649,4.5,1790
24650,4.5,267
24651,4.5,2782
24652,4.5,20141
24653,4.5,1
24654,4.5,556
24655,4.5,12918
24656,4.5,1
24657,4.5,24657
24658,4.5,24658
24659,4.5,1602
24660,4.5,3383
24661,4.5,2499
24662,4.5,11263
24663,4.5,1063
24664,4.5,44
24665,4.5,24666
24666,4.5,24665
24667,4.5,2421
24668,4.5,2421
24669,4.5,1552
24670,4.5,882
24671,4.5,3967
24672,4.5,1552
24673,4.5,3141
24674,4.5,1391
24675,4.5,1391
24676,4.5,1602
24677,4.5,3391
24678,4.5,212
24679,4.5,1063
24680,4.5,4283
24681,4.5,1503
24682,4.5,653
24683,4.5,9727
24684,4.5,1063
24685,4.5,695
24686,4.5,2421
24687,4.5,2382
24688,4.5,3723
24689,4.5,22584
24690,4.5,7645
24691,4.5,695
24692,4.5,522
24693,4.5,1603
24694,4.5,24694
24695,4.5,695
24696,4.5,212
24697,4.5,24698
24698,4.5,24697
24699,4.5,2421
24700,4.5,882
24701,4.5,1063
24702,4.5,2421
24703,4.5,910
24704,4.5,24704
24705,4.5,695
24706,4.5,1602
24707,4.5,882
24708,4.5,6393
24709,4.5,1229
24710,4.5,695
24711,4.5,41661
24712,4.5,910
24713,4.5,1237
24714,4.5,1602
24715,4.5,910
24716,4.5,2421
24717,4.5,24718
24718,4.5,882
24719,4.5,2421
24720,4.5,133
24721,4.5,1602
24722,4.5,1602
24723,4.5,1248
24724,4.5,1122
24725,4.5,24725
24726,4.5,1457
24727,4.5,24727
24728,4.5,1457
24729,4.5,40835
24730,4.5,14298
24731,4.5,8973
24732,4.5,36
24733,4.5,3788
24734,4.5,5743
24735,4.5,843
24736,4.5,4037
24737,4.5,295
24738,4.5,1248
24739,4.5,695
24740,4.5,2421
24741,4.5,89
24742,4.5,2382
24743,4.5,457
24744,4.5,1063
24745,4.5,85
24746,4.5,3141
24747,4.5,1602
24748,4.5,24748
24749,4.5,1602
24750,4.5,695
24751,4.5,38
24752,4.5,24752
24753,4.5,11511
24754,4.5,556
24755,4.5,543
24756,4.5,19437
24757,4.5,1063
24758,4.5,1602
24759,4.5,5246
24760,4.5,487
24761,4.5,3141
24762,4.5,910
24763,4.5,1602
24764,4.5,1971
24765,4.5,28341
24766,4.5,4337
24767,4.5,1602
24768,4.5,957
24769,4.5,1602
24770,4.5,85
24771,4.5,2421
24772,4.5,24772
24773,4.5,2421
24774,4.5,910
24775,4.5,1148
24776,4.5,1602
24777,4.5,1
24778,4.5,1
24779,4.5,425
24780,4.5,1643
24781,4.5,695
24782,4.5,1602
24783,4.5,910
24784,4.5,425
24785,4.5,36
24786,4.5,1248
24787,4.5,1248
24788,4.5,1063
24789,4.5,400
24790,4.5,5037
24791,4.5,70
24792,4.5,24792
24793,4.5,212
24794,4.5,2421
24795,4.5,695
24796,4.5,212
24797,4.5,775
24798,4.5,1457
24799,4.5,133
24800,4.5,24800
24801,4.5,1951
24802,4.5,457
24803,4.5,10526
24804,4.5,23476
24805,4.5,24805
24806,4.5,425
24807,4.5,775
24808,4.5,695
24809,4.5,1457
24810,4.5,24810
24811,4.5,85
24812,4.5,212
24813,4.5,24813
24814,4.5,425
24815,4.5,24815
24816,4.5,24816
24817,4.5,24817
24818,4.5,1418
24819,4.5,24818
24820,4.5,2421
24821,4.5,1
24822,4.5,2043
24823,4.5,1063
24824,4.5,457
24825,4.5,1237
24826,4.5,24826
24827,4.5,812
24828,4.5,1971
24829,4.5,2421
24830,4.5,24830
24831,4.5,1063
24832,4.5,212
24833,4.5,24833
24834,4.5,415
24835,4.5,2719
24836,4.5,20629
24837,4.5,675
24838,4.5,425
24839,4.5,1063
24840,4.5,1457
24841,4.5,7645
24842,4.5,3141
24843,4.5,507
24844,4.5,73
24845,4.5,24844
24846,4.5,12272
24847,4.5,5926
24848,4.5,2421
24849,4.5,1063
24850,4.5,1248
24851,4.5,24851
24852,4.5,979
24853,4.5,796
24854,4.5,24854
24855,4.5,1125
24856,4.5,1394
24857,4.5,5926
24858,4.5,812
24859,4.5,1457
24860,4.5,76
24861,4.5,1237
24862,4.5,24862
24863,4.5,404
24864,4.5,133
24865,4.5,1248
24866,4.5,2421
24867,4.5,695
24868,4.5,695
24869,4.5,711
24870,4.5,957
24871,4.5,13680
24872,4.5,24951
24873,4.5,695
24874,4.5,24874
24875,4.5,212
24876,4.5,882
24877,4.5,1602
24878,4.5,728
24879,4.5,15190
24880,4.5,9727
24881,4.5,695
24882,4.5,695
24883,4.5,7961
24884,4.5,24885
24885,4.5,24885
24886,4.5,421
24887,4.5,1603
24888,4.5,32093
24889,4.5,18803
24890,4.5,212
24891,4.5,1063
24892,4.5,24892
24893,4.5,24894
24894,4.5,24893
24895,4.5,8707
24896,4.5,414
24897,4.5,414
24898,4.5,796
24899,4.5,1602
24900,4.5,5429
24901,4.5,780
24902,4.5,38
24903,4.5,8195
24904,4.5,1175
24905,4.5,12416
24906,4.5,3141
24907,4.5,2463
24908,4.5,13218
24909,4.5,1122
24910,4.5,2775
24911,4.5,1122
24912,4.5,4440
24913,4.5,3058
24914,4.5,910
24915,4.5,695
24916,4.5,24916
24917,4.5,3813
24918,4.5,14681
24919,4.5,212
24920,4.5,5395
24921,4.5,2421
24922,4.5,24923
24923,4.5,24922
24924,4.5,24924
24925,4.5,540
24926,4.5,2036
24927,4.5,4159
24928,4.5,5926
24929,4.5,12781
24930,4.5,1155
24931,4.5,882
24932,4.5,2421
24933,4.5,421
24934,4.5,24935
24935,4.5,24934
24936,4.5,2421
24937,4.5,3141
24938,4.5,24938
24939,4.5,24938
24940,4.5,1248
24941,4.5,556
24942,4.5,5343
24943,4.5,1122
24944,4.5,69
24945,4.5,1457
24946,4.5,1457
24947,4.5,11262
24948,4.5,24948
24949,4.5,5926
24950,4.5,910
24951,4.5,5343
24952,4.5,695
24953,4.5,7645
24954,4.5,1971
24955,4.5,85
24956,4.5,212
24957,4.5,1457
24958,4.5,1
24959,4.5,3141
24960,4.5,775
24961,4.5,1602
24962,4.5,1457
24963,4.5,2421
24964,4.5,150
24965,4.5,24965
24966,4.5,2421
24967,4.5,157
24968,4.5,415
24969,4.5,695
24970,4.5,5710
24971,4.5,1063
24972,4.5,839
24973,4.5,2421
24974,4.5,839
24975,4.5,1628
24976,4.5,3141
24977,4.5,1217
24978,4.5,457
24979,4.5,1063
24980,4.5,1248
24981,4.5,695
24982,4.5,695
24983,4.5,1248
24984,4.5,1776
24985,4.5,1217
24986,4.5,1248
24987,4.5,10703
24988,4.5,212
24989,4.5,7645
24990,4.5,882
24991,4.5,5926
24992,4.5,425
24993,4.5,3679
24994,4.5,695
24995,4.5,1063
24996,4.5,24996
24997,4.5,695
24998,4.5,24999
24999,4.5,24999
25000,4.5,653
25001,4.5,302
25002,4.5,1457
25003,4.5,25003
25004,4.5,4875
25005,4.5,76
25006,4.5,799
25007,4.5,1602
25008,4.5,695
25009,4.5,3141
25010,4.5,25011
25011,4.5,25010
25012,4.5,38
25013,4.5,66
25014,4.5,1580
25015,4.5,1457
25016,4.5,1
25017,4.5,1248
25018,4.5,25018
25019,4.5,415
25020,4.5,25020
25021,4.5,796
25022,4.5,1248
25023,4.5,20
25024,4.5,34436
25025,4.5,1122
25026,4.5,2057
25027,4.5,882
25028,4.5,910
25029,4.5,341
25030,4.5,522
25031,4.5,5287
25032,4.5,695
25033,4.5,151
25034,4.5,415
25035,4.5,25035
25036,4.5,25036
25037,4.5,13582
25038,4.5,2421
25039,4.5,25039
25040,4.5,25041
25041,4.5,25041
25042,4.5,421
25043,4.5,2217
25044,4.5,83
25045,4.5,415
25046,4.5,1229
25047,4.5,1248
25048,4.5,5343
25049,4.5,695
25050,4.5,6194
25051,4.5,3141
25052,4.5,2775
25053,4.5,1229
25054,4.5,25054
25055,4.5,1565
25056,4.5,5468
25057,4.5,27069
25058,4.5,8771
25059,4.5,796
25060,4.5,1261
25061,4.5,812
25062,4.5,1315
25063,4.5,1457
25064,4.5,151
25065,4.5,400
25066,4.5,417
25067,4.5,351
25068,4.5,5926
25069,4.5,212
25070,4.5,2217
25071,4.5,4442
25072,4.5,1662
25073,4.5,2775
25074,4.5,1565
25075,4.5,1457
25076,4.5,2421
25077,4.5,1237
25078,4.5,1037
25079,4.5,695
25080,4.5,957
25081,4.5,2421
25082,4.5,910
25083,4.5,1457
25084,4.5,2421
25085,4.5,5343
25086,4.5,2421
25087,4.5,3141
25088,4.5,25088
25089,4.5,24381
25090,4.5,5246
25091,4.5,1457
25092,4.5,2421
25093,4.5,25093
25094,4.5,25094
25095,4.5,1457
25096,4.5,85
25097,4.5,2775
25098,4.5,2421
25099,4.5,1
25100,4.5,882
25101,4.5,212
25102,4.5,2775
25103,4.5,25103
25104,4.5,7839
25105,4.5,5240
25106,4.5,425
25107,4.5,25107
25108,4.5,711
25109,4.5,212
25110,4.5,695
25111,4.5,728
25112,4.5,12191
25113,4.5,7168
25114,4.5,295
25115,4.5,20104
25116,4.5,3141
25117,4.5,487
25118,4.5,415
25119,4.5,2244
25120,4.5,1063
25121,4.5,1063
25122,4.5,882
25123,4.5,2756
25124,4.5,457
25125,4.5,421
25126,4.5,25126
25127,4.5,1063
25128,4.5,507
25129,4.5,1122
25130,4.5,425
25131,4.5,170
25132,4.5,25431
25133,4.5,12541
25134,4.5,425
25135,4.5,487
25136,4.5,910
25137,4.5,823
25138,4.5,695
25139,4.5,695
25140,4.5,25140
25141,4.5,1063
25142,4.5,1457
25143,4.5,910
25144,4.5,2421
25145,4.5,775
25146,4.5,421
25147,4.5,25147
25148,4.5,775
25149,4.5,212
25150,4.5,10791
25151,4.5,1602
25152,4.5,957
25153,4.5,1063
25154,4.5,3141
25155,4.5,25155
25156,4.5,1457
25157,4.5,695
25158,4.5,711
25159,4.5,1602
25160,4.5,25160
25161,4.5,812
25162,4.5,2169
25163,4.5,26259
25164,4.5,425
25165,4.5,25165
25166,4.5,2421
25167,4.5,2421
25168,4.5,421
25169,4.5,882
25170,4.5,2421
25171,4.5,5926
25172,4.5,1602
25173,4.5,910
25174,4.5,957
25175,4.5,150
25176,4.5,425
25177,4.5,1229
25178,4.5,425
25179,4.5,1261
25180,4.5,1248
25181,4.5,1
25182,4.5,1063
25183,4.5,3141
25184,4.5,302
25185,4.5,1063
25186,4.5,2421
25187,4.5,15598
25188,4.5,1555
25189,4.5,957
25190,4.5,889
25191,4.5,5343
25192,4.5,28414
25193,4.5,20428
25194,4.5,212
25195,4.5,69
25196,4.5,25196
25197,4.5,695
25198,4.5,25198
25199,4.5,1602
25200,4.5,2421
25201,4.5,212
25202,4.5,18172
25203,4.5,1457
25204,4.5,25204
25205,4.5,25205
25206,4.5,1217
25207,4.5,695
25208,4.5,1024
25209,4.5,910
25210,4.5,415
25211,4.5,1261
25212,4.5,404
25213,4.5,14724
25214,4.5,5926
25215,4.5,5926
25216,4.5,823
25217,4.5,695
25218,4.5,796
25219,4.5,25220
25220,4.5,25219
25221,4.5,882
25222,4.5,2382
25223,4.5,5343
25224,4.5,425
25225,4.5,25226
25226,4.5,25225
25227,4.5,1063
25228,4.5,38
25229,4.5,1457
25230,4.5,212
25231,4.5,957
25232,4.5,882
25233,4.5,910
25234,4.5,957
25235,4.5,7839
25236,4.5,1217
25237,4.5,11263
25238,4.5,18012
25239,4.5,695
25240,4.5,1217
25241,4.5,425
25242,4.5,25242
25243,4.5,882
25244,4.5,7037
25245,4.5,695
25246,4.5,695
25247,4.5,2876
25248,4.5,5240
25249,4.5,133
25250,4.5,25250
25251,4.5,25250
25252,4.5,2421
25253,4.5,695
25254,4.5,695
25255,4.5,25255
25256,4.5,2421
25257,4.5,775
25258,4.5,25258
25259,4.5,83
25260,4.5,212
25261,4.5,910
25262,4.5,3141
25263,4.5,25263
25264,4.5,27069
25265,4.5,457
25266,4.5,34870
25267,4.5,421
25268,4.5,1063
25269,4.5,25269
25270,4.5,3141
25271,4.5,695
25272,4.5,1565
25273,4.5,3058
25274,4.5,1602
25275,4.5,556
25276,4.5,1598
25277,4.5,2421
25278,4.5,2222
25279,4.5,910
25280,4.5,812
25281,4.5,1237
25282,4.5,38
25283,4.5,728
25284,4.5,882
25285,4.5,1237
25286,4.5,25287
25287,4.5,25287
25288,4.5,15469
25289,4.5,538
25290,4.5,3141
25291,4.5,5926
25292,4.5,1457
25293,4.5,5343
25294,4.5,7839
25295,4.5,1063
25296,4.5,3807
25297,4.5,653
25298,4.5,25299
25299,4.5,25299
25300,4.5,25300
25301,4.5,2421
25302,4.5,404
25303,4.5,85
25304,4.5,25304
25305,4.5,25305
25306,4.5,2421
25307,4.5,2775
25308,4.5,25308
25309,4.5,25309
25310,4.5,522
25311,4.5,2382
25312,4.5,1063
25313,4.5,133
25314,4.5,3181
25315,4.5,1037
25316,4.5,1
25317,4.5,5240
25318,4.5,1063
25319,4.5,25320
25320,4.5,25320
25321,4.5,2135
25322,4.5,711
25323,4.5,415
25324,4.5,85
25325,4.5,1774
25326,4.5,796
25327,4.5,25327
25328,4.5,25327
25329,4.5,425
25330,4.5,796
25331,4.5,345
25332,4.5,150
25333,4.5,13933
25334,4.5,25334
25335,4.5,28386
25336,4.5,1063
25337,4.5,1656
25338,4.5,9183
25339,4.5,957
25340,4.5,24299
25341,4.5,2421
25342,4.5,1237
25343,4.5,8486
25344,4.5,2421
25345,4.5,25345
25346,4.5,1248
25347,4.5,250
25348,4.5,18551
25349,4.5,18551
25350,4.5,361
25351,4.5,212
25352,4.5,25352
25353,4.5,1261
25354,4.5,882
25355,4.5,1063
25356,4.5,6393
25357,4.5,910
25358,4.5,1037
25359,4.5,361
25360,4.5,5695
25361,4.5,1565
25362,4.5,212
25363,4.5,25363
25364,4.5,5851
25365,4.5,2780
25366,4.5,70
25367,4.5,5343
25368,4.5,487
25369,4.5,212
25370,4.5,25370
25371,4.5,1217
25372,4.5,1122
25373,4.5,94
25374,4.5,3383
25375,4.5,25375
25376,4.5,711
25377,4.5,25377
25378,4.5,29948
25379,4.5,21614
25380,4.5,425
25381,4.5,25381
25382,4.5,1248
25383,4.5,2456
25384,4.5,212
25385,4.5,150
25386,4.5,25386
25387,4.5,25387
25388,4.5,25388
25389,4.5,85
25390,4.5,97
25391,4.5,6438
25392,4.5,6985
25393,4.5,1602
25394,4.5,2763
25395,4.5,25395
25396,4.5,882
25397,4.5,1
25398,4.5,804
25399,4.5,910
25400,4.5,957
25401,4.5,1457
25402,4.5,212
25403,4.5,37182
25404,4.5,400
25405,4.5,11263
25406,4.5,6403
25407,4.5,20
25408,4.5,1457
25409,4.5,1248
25410,4.5,1237
25411,4.5,695
25412,4.5,957
25413,4.5,2421
25414,4.5,7645
25415,4.5,957
25416,4.5,728
25417,4.5,3049
25418,4.5,882
25419,4.5,1602
25420,4.5,24434
25421,4.5,25421
25422,4.5,1248
25423,4.5,11698
25424,4.5,151
25425,4.5,2421
25426,4.5,25426
25427,4.5,8486
25428,4.5,212
25429,4.5,695
25430,4.5,415
25431,4.5,5215
25432,4.5,260
25433,4.5,2421
25434,4.5,1343
25435,4.5,212
25436,4.5,212
25437,4.5,910
25438,4.5,11263
25439,4.5,957
25440,4.5,25440
25441,4.5,25442
25442,4.5,25441
25443,4.5,695
25444,4.5,25444
25445,4.5,70
25446,4.5,1565
25447,4.5,2752
25448,4.5,404
25449,4.5,556
25450,4.5,25450
25451,4.5,25451
25452,4.5,25452
25453,4.5,1261
25454,4.5,6838
25455,4.5,25455
25456,4.5,1248
25457,4.5,25457
25458,4.5,695
25459,4.5,1602
25460,4.5,1063
25461,4.5,1122
25462,4.5,3058
25463,4.5,4587
25464,4.5,11262
25465,4.5,2421
25466,4.5,695
25467,4.5,882
25468,4.5,25468
25469,4.5,25469
25470,4.5,66
25471,4.5,76
25472,4.5,25472
25473,4.5,1248
25474,4.5,1122
25475,4.5,1552
25476,4.5,3967
25477,4.5,212
25478,4.5,425
25479,4.5,415
25480,4.5,8329
25481,4.5,889
25482,4.5,425
25483,4.5,522
25484,4.5,11698
25485,4.5,695
25486,4.5,25486
25487,4.5,4972
25488,4.5,695
25489,4.5,25489
25490,4.5,1946
25491,4.5,3141
25492,4.5,3359
25493,4.5,1122
25494,4.5,24735
25495,4.5,425
25496,4.5,425
25497,4.5,421
25498,4.5,775
25499,4.5,882
25500,4.5,212
25501,4.5,10427
25502,4.5,6312
25503,4.5,1237
25504,4.5,695
25505,4.5,25505
25506,4.5,25506
25507,4.5,695
25508,4.5,882
25509,4.5,2421
25510,4.5,25510
25511,4.5,9183
25512,4.5,2077
25513,4.5,295
25514,4.5,1063
25515,4.5,1248
25516,4.5,839
25517,4.5,1
25518,4.5,711
25519,4.5,910
25520,4.5,11511
25521,4.5,345
25522,4.5,25522
25523,4.5,425
25524,4.5,1552
25525,4.5,89
25526,4.5,425
25527,4.5,1596
25528,4.5,212
25529,4.5,415
25530,4.5,85
25531,4.5,7645
25532,4.5,13165
25533,4.5,212
25534,4.5,1598
25535,4.5,3141
25536,4.5,404
25537,4.5,882
25538,4.5,425
25539,4.5,653
25540,4.5,2799
25541,4.5,1602
25542,4.5,25338
25543,4.5,2421
25544,4.5,812
25545,4.5,711
25546,4.5,2421
25547,4.5,5926
25548,4.5,25548
25549,4.5,69
25550,4.5,212
25551,4.5,1
25552,4.5,25552
25553,4.5,25553
25554,4.5,25555
25555,4.5,25554
25556,4.5,4455
25557,4.5,25557
25558,4.5,1602
25559,4.5,711
25560,4.5,796
25561,4.5,1457
25562,4.5,25562
25563,4.5,5926
25564,4.5,775
25565,4.5,361
25566,4.5,14470
25567,4.5,2421
25568,4.5,910
25569,4.5,882
25570,4.5,957
25571,4.5,695
25572,4.5,2421
25573,4.5,85
25574,4.5,796
25575,4.5,695
25576,4.5,415
25577,4.5,1063
25578,4.5,25578
25579,4.5,16581
25580,4.5,507
25581,4.5,425
25582,4.5,1565
25583,4.5,425
25584,4.5,3141
25585,4.5,16406
25586,4.5,6901
